Item,Division
Survey Layout and AsBuilts,GENERAL CONDITIONS
Building #1,GENERAL CONDITIONS
Project Requirements,GENERAL CONDITIONS
 Job Sign  Structura,GENERAL CONDITIONS
Portable Toilet,GENERAL CONDITIONS
Survey and Layout including Equipment,GENERAL CONDITIONS
 Temp Lighting,GENERAL CONDITIONS
CLUB  Building Staking and Elevation Certification,GENERAL CONDITIONS
Safety & Protection,GENERAL CONDITIONS
General Contractor  Builders Risk,GENERAL CONDITIONS
General Contracting,GENERAL CONDITIONS
General Requirements,GENERAL CONDITIONS
Turnkey Trash,GENERAL CONDITIONS
Window Clean,GENERAL CONDITIONS
 BIM Coordination Services,GENERAL CONDITIONS
General Conditions  Fueling Station,GENERAL CONDITIONS
Quality Control,GENERAL CONDITIONS
Survey  Construction Layout,GENERAL CONDITIONS
Accountant Bookeeper,GENERAL CONDITIONS
Project Management & Coordination,GENERAL CONDITIONS
Town of Telluride Row Encroachment Fees and Mgmt  Allowance,GENERAL CONDITIONS
Construction Management,GENERAL CONDITIONS
 File Offices,GENERAL CONDITIONS
General Labor,GENERAL CONDITIONS
 Project Manager,GENERAL CONDITIONS
 Aerial Photos,GENERAL CONDITIONS
APT  Builders Risk Insurance,GENERAL CONDITIONS
Executive Project Manager,GENERAL CONDITIONS
Temp,GENERAL CONDITIONS
APT  Building Permits Fee,GENERAL CONDITIONS
General Conditions & FEE,GENERAL CONDITIONS
Temporary Fencing,GENERAL CONDITIONS
Job Site Trailer Rental,GENERAL CONDITIONS
General Liability & Workers Comp Insurance,GENERAL CONDITIONS
Traffic Control,GENERAL CONDITIONS
Other Permitting,GENERAL CONDITIONS
Jobsite Communications,GENERAL CONDITIONS
3rd Party Materials Testing  Allowance,GENERAL CONDITIONS
Man Lift  Fork Lift  Lull,GENERAL CONDITIONS
Balcony Safety  Fall Protection,GENERAL CONDITIONS
Safety Wear  PPE,GENERAL CONDITIONS
Construction Aid,GENERAL CONDITIONS
Permit,GENERAL CONDITIONS
Asst Superintendent Payroll,GENERAL CONDITIONS
Testing  Inspections  Surveying,GENERAL CONDITIONS
Computers & Monitors,GENERAL CONDITIONS
Postage & Mailing Costs,GENERAL CONDITIONS
PHASED OCTOBER START,GENERAL CONDITIONS
test lineitem,GENERAL CONDITIONS
Surveying (Includes all staking),GENERAL CONDITIONS
 Building C,GENERAL CONDITIONS
Clean Streets,GENERAL CONDITIONS
Small Tools & Equipment,GENERAL CONDITIONS
Construction Cleanup,GENERAL CONDITIONS
Inspections by Structural Engineer,GENERAL CONDITIONS
Postage & Shipping,GENERAL CONDITIONS
Traffic Control  Temporary Barriers and Enclosures,GENERAL CONDITIONS
Auto & Workers Comp Insurance,GENERAL CONDITIONS
Construction Cleaning and General Labor,GENERAL CONDITIONS
 Dumpsters,GENERAL CONDITIONS
SDI Insurance,GENERAL CONDITIONS
GENERAL CONDITIONS,GENERAL CONDITIONS
Superintendent,GENERAL CONDITIONS
General Requirements Conditions Overhead & Fee,GENERAL CONDITIONS
APT  Cleaning,GENERAL CONDITIONS
BUIDERS RISK INSURANCE,GENERAL CONDITIONS
Densities  Concrete Testing,GENERAL CONDITIONS
Structural Inspection  Engineer Letter,GENERAL CONDITIONS
Quality Assurance Testing,GENERAL CONDITIONS
Plans & Specifications,GENERAL CONDITIONS
GCCRs,GENERAL CONDITIONS
Jobsite Toilet Allowance,GENERAL CONDITIONS
General Requirements  Conditions,GENERAL CONDITIONS
 Builders Risk Insurance  Allowance,GENERAL CONDITIONS
Temporary Utilities  Allowance,GENERAL CONDITIONS
Printers Copiers Fax & Supplies,GENERAL CONDITIONS
Liability  Builders Risk Insurance,GENERAL CONDITIONS
CLUB  Cleaning,GENERAL CONDITIONS
 Office supplies  equipment,GENERAL CONDITIONS
Reimbursables Plans  Specs,GENERAL CONDITIONS
 Sidewalk Barricades  Walkway,GENERAL CONDITIONS
Temp Portable Toilets,GENERAL CONDITIONS
Permits & Fees,GENERAL CONDITIONS
Security (Cameras on site throughout construction),GENERAL CONDITIONS
Final Clean and Make Ready,GENERAL CONDITIONS
small tools and consumables required,GENERAL CONDITIONS
Building Permit  Allowance,GENERAL CONDITIONS
TENANTS POWER USAGE EARLY ACCESS  ALLOWANCE,GENERAL CONDITIONS
Comparable Pricing  GENERAL CONDITIONS,GENERAL CONDITIONS
Temporary Electric,GENERAL CONDITIONS
Trash Removal,GENERAL CONDITIONS
Administrative,GENERAL CONDITIONS
 Envelope Consultant,GENERAL CONDITIONS
Temporary Restrooms,GENERAL CONDITIONS
 Horizontal,GENERAL CONDITIONS
Inspections,GENERAL CONDITIONS
General Liablility,GENERAL CONDITIONS
In House General Conditions  included in Development Budget,GENERAL CONDITIONS
Builders Risk Insurance (moved from soft costs),GENERAL CONDITIONS
 INCLUDES $10000 ALLOWANCE,GENERAL CONDITIONS
material added from project analysis,GENERAL CONDITIONS
 GL Insurance,GENERAL CONDITIONS
 Safety and OSHA Signs,GENERAL CONDITIONS
Texo Fees  Dallas,GENERAL CONDITIONS
Supervision,GENERAL CONDITIONS
 Temporary Signage,GENERAL CONDITIONS
 Temp jobsite fence,GENERAL CONDITIONS
Security Cameras,GENERAL CONDITIONS
Supervision  Project Management,GENERAL CONDITIONS
Trailer Office,GENERAL CONDITIONS
Office Furniture,GENERAL CONDITIONS
General and Umbrella Liability Insurance,GENERAL CONDITIONS
Design Fees,GENERAL CONDITIONS
General Liability & Automobile (moved from soft costs),GENERAL CONDITIONS
Waste Disposal and Cleaning,GENERAL CONDITIONS
Coffee & Water Service  Meal Expenses  Ice,GENERAL CONDITIONS
Make Ready,GENERAL CONDITIONS
 Project Photography,GENERAL CONDITIONS
Crane Rental  Allowance,GENERAL CONDITIONS
 Project Management Related Costs,GENERAL CONDITIONS
 Slab Edge Barricades,GENERAL CONDITIONS
 Temporary Power and Water,GENERAL CONDITIONS
Tempoary Facilites,GENERAL CONDITIONS
Equipment Maintenance & Fuel,GENERAL CONDITIONS
PortECan Rental,GENERAL CONDITIONS
Snelling Homes,GENERAL CONDITIONS
ReClean,GENERAL CONDITIONS
Preconstruction Services,GENERAL CONDITIONS
Printing  Mailing,GENERAL CONDITIONS
GENERAL CONDITIONS TOTAL,GENERAL CONDITIONS
 Trailer Rental,GENERAL CONDITIONS
Permits,GENERAL CONDITIONS
 Contract Labor,GENERAL CONDITIONS
OxBlue Cameras,GENERAL CONDITIONS
Tree Protection,GENERAL CONDITIONS
Cleanup Labor,GENERAL CONDITIONS
Safety,GENERAL CONDITIONS
Field Supervision,GENERAL CONDITIONS
Management,GENERAL CONDITIONS
Field Office Renovation,GENERAL CONDITIONS
Building B,GENERAL CONDITIONS
Temp Facilities,GENERAL CONDITIONS
Land Disturbance Fee,GENERAL CONDITIONS
Blueprints,GENERAL CONDITIONS
Debris & HaulOff,GENERAL CONDITIONS
Mobilization,GENERAL CONDITIONS
Temporary Facilities,GENERAL CONDITIONS
Interior Clean,GENERAL CONDITIONS
Vehicle Allowance,GENERAL CONDITIONS
OfficeTrailer Rental ,GENERAL CONDITIONS
Temp Restrooms,GENERAL CONDITIONS
01  Hotel GMP,GENERAL CONDITIONS
Safety Equipment,GENERAL CONDITIONS
Workers Compensation,GENERAL CONDITIONS
Survey  Permits,GENERAL CONDITIONS
Jobsite Overhead,GENERAL CONDITIONS
Plan Printing by Builder (Allowance),GENERAL CONDITIONS
Inspection Fees,GENERAL CONDITIONS
Temporary Utilities,GENERAL CONDITIONS
Exterior Clean,GENERAL CONDITIONS
Cleaning & Waste Management,GENERAL CONDITIONS
Job Site Documentation,GENERAL CONDITIONS
Construction Facilities,GENERAL CONDITIONS
Travel & Lodging,GENERAL CONDITIONS
Surveying & Inspections etc,GENERAL CONDITIONS
Site Cleanup,GENERAL CONDITIONS
 Blueprinting & Progress Photos,GENERAL CONDITIONS
Insurance Bonds & Misc,GENERAL CONDITIONS
LEASING OFFICE  CLUBHOUSE  FINAL CLEANING,GENERAL CONDITIONS
Dumpsters,GENERAL CONDITIONS
TapImpact Fees,GENERAL CONDITIONS
Ice Cups & Coffee,GENERAL CONDITIONS
Jobsite Security  Allowance,GENERAL CONDITIONS
ROW and Street Rental,GENERAL CONDITIONS
Punch Suplies,GENERAL CONDITIONS
 Other,GENERAL CONDITIONS
 Safety Supplies  Inspection,GENERAL CONDITIONS
Incidental Material  General,GENERAL CONDITIONS
 Job Site Cups & Water,GENERAL CONDITIONS
 Site,GENERAL CONDITIONS
Workers Compensation Insurance,GENERAL CONDITIONS
Equipment Rental,GENERAL CONDITIONS
 Building B,GENERAL CONDITIONS
LIABILITY INSURANCE,GENERAL CONDITIONS
Utility Fees,GENERAL CONDITIONS
Tenant Power Usage  Allowance,GENERAL CONDITIONS
 Safety Supervisor visits  supplies,GENERAL CONDITIONS
PreConstruction,GENERAL CONDITIONS
Final Cleaning  Warehouse,GENERAL CONDITIONS
Architectural & Engineering,GENERAL CONDITIONS
Field Offices,GENERAL CONDITIONS
Water Bill  Allowance,GENERAL CONDITIONS
Security Guards,GENERAL CONDITIONS
Temporary Toilet  Allowance,GENERAL CONDITIONS
Soil Compaction Testing,GENERAL CONDITIONS
Toilet Rental,GENERAL CONDITIONS
Temporary Labor,GENERAL CONDITIONS
Field Superintendent,GENERAL CONDITIONS
General Conditions  Horizontal Construction,GENERAL CONDITIONS
 Toilet Rental,GENERAL CONDITIONS
Building #2,GENERAL CONDITIONS
Equipment Rentals  Allowance,GENERAL CONDITIONS
Overhead and General Conditions,GENERAL CONDITIONS
Progress Cleaning,GENERAL CONDITIONS
 Utilities during construction,GENERAL CONDITIONS
Permits  Fees  Allowances,GENERAL CONDITIONS
PortaCan Rental,GENERAL CONDITIONS
 Supervision and Field Offices,GENERAL CONDITIONS
Vehicles  Fuel Maintenance & Repair,GENERAL CONDITIONS
Environmental Controls,GENERAL CONDITIONS
cost to complete,GENERAL CONDITIONS
Job Toilets,GENERAL CONDITIONS
General Conditions Subtotal,GENERAL CONDITIONS
Warranty,GENERAL CONDITIONS
Trailer Office Supplies,GENERAL CONDITIONS
 Construction Cleaning & General Labor,GENERAL CONDITIONS
Remodel Tax,GENERAL CONDITIONS
Construction Fire Extinguishers,GENERAL CONDITIONS
Small ToolsMaintenance,GENERAL CONDITIONS
Superintendent and Assistant,GENERAL CONDITIONS
Overhead  Insurance,GENERAL CONDITIONS
Office  Trailer Rental,GENERAL CONDITIONS
Existing Conditions,GENERAL CONDITIONS
Temporary Fire Extinguishers,GENERAL CONDITIONS
APT  Pressure Cleaning,GENERAL CONDITIONS
Asst Superintendent,GENERAL CONDITIONS
Traffic Controls  Lane Closures,GENERAL CONDITIONS
New Material,GENERAL CONDITIONS
Builders Risk,GENERAL CONDITIONS
TCR Special Conditions,GENERAL CONDITIONS
Utilities  Temporary,GENERAL CONDITIONS
Preconstruction  Building Modeling,GENERAL CONDITIONS
CLUB  Building Utilities until turn over to management,GENERAL CONDITIONS
 Project Coordinator,GENERAL CONDITIONS
Traffic Control  Control Plan  Signage  Barricades  Rental,GENERAL CONDITIONS
 Temporary Toilets,GENERAL CONDITIONS
Samples and Mock Ups  Allowance,GENERAL CONDITIONS
 Survey  Allowance,GENERAL CONDITIONS
Div 1  General Conditions  Comparable Pricing,GENERAL CONDITIONS
Construction Office Cleaning  & Supplies,GENERAL CONDITIONS
 Asst Project Manager,GENERAL CONDITIONS
First Aid  Safety,GENERAL CONDITIONS
 Temporary Toilets (4 ea),GENERAL CONDITIONS
CLUB  Builders Risk Insurance,GENERAL CONDITIONS
Jobsite Trailer or Office  Allowance,GENERAL CONDITIONS
Warranty Doc,GENERAL CONDITIONS
Rough Clean,GENERAL CONDITIONS
Project Storage,GENERAL CONDITIONS
Printing,GENERAL CONDITIONS
Taxes,GENERAL CONDITIONS
Estimating & Blueprinting,GENERAL CONDITIONS
Volente Crossing  Building 3 and 4 Shells,GENERAL CONDITIONS
OnSite Supervision,GENERAL CONDITIONS
ATS Frame Inspection Fee,GENERAL CONDITIONS
Project Identification,GENERAL CONDITIONS
Safety  Allowance,GENERAL CONDITIONS
Project Signage,GENERAL CONDITIONS
CGL and Umbrella Insurance,GENERAL CONDITIONS
Field Office,GENERAL CONDITIONS
Temporary Water,GENERAL CONDITIONS
Corporate Travel Fees,GENERAL CONDITIONS
Supervision Expense,GENERAL CONDITIONS
VDC Services,GENERAL CONDITIONS
Construction Cleans,GENERAL CONDITIONS
 Temp Power  Allowance,GENERAL CONDITIONS
General Requirements  Horizontal Construction,GENERAL CONDITIONS
Temporary Fencing and Gates,GENERAL CONDITIONS
Temp Fencing,GENERAL CONDITIONS
Permit Fee,GENERAL CONDITIONS
Signage  Allowance,GENERAL CONDITIONS
Staffing  Salaries,GENERAL CONDITIONS
 COVID Site Management,GENERAL CONDITIONS
Site Toilets,GENERAL CONDITIONS
Clean Up,GENERAL CONDITIONS
 Supervision,GENERAL CONDITIONS
Building Permit (by Owner),GENERAL CONDITIONS
Certificate of Occupancy,GENERAL CONDITIONS
Security Cameras  Allowance for cameras on site throughout construction,GENERAL CONDITIONS
Surveying  Allowance,GENERAL CONDITIONS
Materials Testing & 3rd Party Inspections,GENERAL CONDITIONS
General Liability and Umbrella Insurance,GENERAL CONDITIONS
Cleaning and Waste Management,GENERAL CONDITIONS
Temporary Storage Trailer,GENERAL CONDITIONS
FOR ADVERSE WEATHER CONDITIONS,GENERAL CONDITIONS
 Traffic Control,GENERAL CONDITIONS
Reprographics,GENERAL CONDITIONS
Re‐Clean,GENERAL CONDITIONS
 First Aid Kits,GENERAL CONDITIONS
Joeris Miscellanous Jobsite Labor,GENERAL CONDITIONS
Security Guard,GENERAL CONDITIONS
Fork Lift Rental  Allowance,GENERAL CONDITIONS
Job Site Salaries & Benefits,GENERAL CONDITIONS
Lot Stake,GENERAL CONDITIONS
Project Management,GENERAL CONDITIONS
Building Permit  Building Owner Fees (moved from Soft Costs),GENERAL CONDITIONS
 Temp Water  Allowance,GENERAL CONDITIONS
Survey (Envelope FFE Final etc),GENERAL CONDITIONS
Excess Liability Insurance,GENERAL CONDITIONS
Protection of Finishes,GENERAL CONDITIONS
Temporary Water Meter,GENERAL CONDITIONS
 Construction Cleaning and General Labor,GENERAL CONDITIONS
 Senior Superintendent,GENERAL CONDITIONS
Mobile Office,GENERAL CONDITIONS
Safety Items,GENERAL CONDITIONS
Project Overhead,GENERAL CONDITIONS
APT  Building Utilities until turn over to management,GENERAL CONDITIONS
Project Close Out  Allowance,GENERAL CONDITIONS
General Requirement Costs,GENERAL CONDITIONS
Rental Expense,GENERAL CONDITIONS
Surveying,GENERAL CONDITIONS
Temporary Project Identification,GENERAL CONDITIONS
Temporary Gas,GENERAL CONDITIONS
Sitework Testing Inspections and Samples,GENERAL CONDITIONS
Procore,GENERAL CONDITIONS
Builders Risk Insurance,GENERAL CONDITIONS
General Conditions (includes $40000 for Covid Precautions),GENERAL CONDITIONS
Const Equip  High Lift Bobcat Lull,GENERAL CONDITIONS
 Insurance,GENERAL CONDITIONS
Expenses,GENERAL CONDITIONS
 Fire Extinguishers  Maintenance,GENERAL CONDITIONS
 Temporary Wall Protection,GENERAL CONDITIONS
Safety Requirements,GENERAL CONDITIONS
Temp Signage  Site Signage,GENERAL CONDITIONS
Startup Expenses (in Soft Costs),GENERAL CONDITIONS
SWPPP,GENERAL CONDITIONS
Health Insurance,GENERAL CONDITIONS
Project Manager Payroll,GENERAL CONDITIONS
Silt Fencing,GENERAL CONDITIONS
Builders Risk Insurance,GENERAL CONDITIONS
Temporary Electrical,GENERAL CONDITIONS
Dumpster  Allowance,GENERAL CONDITIONS
Staking,GENERAL CONDITIONS
Blueprint & Specs Reproduction,GENERAL CONDITIONS
Professional Services (in Soft Costs),GENERAL CONDITIONS
Insurance @ 1% (moved from Soft Costs),GENERAL CONDITIONS
Administrative Overhead,GENERAL CONDITIONS
Sitework Fees and Permits,GENERAL CONDITIONS
Subcontractor Default Insurance (SDI)Subcontractor Bonding,GENERAL CONDITIONS
First Aid Supplies,GENERAL CONDITIONS
Inspections & AsBuilt Surveys,GENERAL CONDITIONS
Insurance Licenses Permits & Fees,GENERAL CONDITIONS
AGC  ABC Dues,GENERAL CONDITIONS
 Quality Control Testing,GENERAL CONDITIONS
 First Aid Supplies,GENERAL CONDITIONS
Hoisting,GENERAL CONDITIONS
Mobile Crane Rental,GENERAL CONDITIONS
Rental & Repairs to Adjacent Property,GENERAL CONDITIONS
Mockups,GENERAL CONDITIONS
 Barricades  traffic control,GENERAL CONDITIONS
 Superintendent Related Costs,GENERAL CONDITIONS
General Conditions (Intangible Costs Including Fee),GENERAL CONDITIONS
Safety & SWPPP inspections  Aerial Photos,GENERAL CONDITIONS
Insurance  Workmans Comp,GENERAL CONDITIONS
Equipment  Supplies,GENERAL CONDITIONS
Project Closeout,GENERAL CONDITIONS
Startup Power  Allowance,GENERAL CONDITIONS
General Condition Costs,GENERAL CONDITIONS
SurveyTesting,GENERAL CONDITIONS
Rental Equipment,GENERAL CONDITIONS
Insurance Fee Etc,GENERAL CONDITIONS
Supervision and Field Offices,GENERAL CONDITIONS
Pollution Control,GENERAL CONDITIONS
Final Cleaning  Interiors,GENERAL CONDITIONS
Insurances,GENERAL CONDITIONS
Personnel Outfitting Cards Shirts,GENERAL CONDITIONS
Project Management Personnel,GENERAL CONDITIONS
